partida_id,temporada,rodada,data,horario,clube_mandante,clube_mandante_slug,clube_visitante,clube_visitante_slug,gols_mandante,gols_visitante,total_gols,saldo_mandante,resultado,vencedor,arena,mandante_uf,visitante_uf,formacao_mandante,formacao_visitante,tecnico_mandante,tecnico_visitante
5685,2016,32,2016-10-23,19:32,Chapecoense,chapecoense,Santos,santos,0,1,1,-1,Vitoria Visitante,Santos,Arena Condá,SC,SP,4-1-4-1,4-2-3-1,L. Saroli Caio Júnior,D. Silvestre Júnior
5686,2016,32,2016-10-24,20:00,America-MG,america_mg,Athletico-PR,athletico_pr,1,0,1,1,Vitoria Mandante,America-MG,Estádio Raimundo Sampaio,MG,PR,4-1-4-1,4-2-3-1,E. Alves Moreira,P. Autuori de Mello
5687,2016,33,2016-10-27,20:33,Sport,sport,Ponte Preta,ponte_preta,1,0,1,1,Vitoria Mandante,Sport,Adelmar da Costa Carvalho,PE,SP,4-2-3-1,4-1-4-1,D. Pollo Barioni,E. Baptista
5688,2016,33,2016-10-28,19:30,Fluminense,fluminense,Vitoria,vitoria,2,2,4,0,Empate,-, Maracanã,RJ,BA,4-2-3-1,4-3-3,L. Culpi,A. Fucks
5689,2016,33,2016-10-29,16:31,Atletico-MG,atletico_mg,Flamengo,flamengo,2,2,4,0,Empate,-, Mineirão,MG,RJ,4-2-3-1,4-2-3-1,M. de Oliveira Santos,J. Mannarino
5691,2016,33,2016-10-29,16:31,Corinthians,corinthians,Chapecoense,chapecoense,1,1,2,0,Empate,-,Neo Química Arena,SP,SC,4-1-4-1,4-1-4-1,O. de Oliveira Filho,L. Saroli Caio Júnior
5690,2016,33,2016-10-29,16:33,Athletico-PR,athletico_pr,Cruzeiro,cruzeiro,1,0,1,1,Vitoria Mandante,Athletico-PR,Estádio Joaquim Américo Guimarães,PR,MG,4-2-3-1,4-3-3,P. Autuori de Mello,L. Venker de Menezes
5692,2016,33,2016-10-29,18:30,Botafogo-RJ,botafogo_rj,Coritiba,coritiba,0,0,0,0,Empate,-,Luso-Brasileiro,RJ,PR,4-2-3-1,4-1-4-1,J. Ribeiro Ventura,P. Carpegiani
5693,2016,33,2016-10-29,18:30,Internacional,internacional,Santa Cruz,santa_cruz,1,1,2,0,Empate,-,Estádio José Pinheiro Borda,RS,PE,4-2-3-1,4-2-3-1,C. Juarez Roth,A. Felix Teixeira
5694,2016,33,2016-10-29,19:34,Figueirense,figueirense,Gremio,gremio,0,0,0,0,Empate,-, Orlando Scarpelli,SC,RS,4-3-3,4-2-2-2,M. dos Santos Gonçalves,Renato Gaúcho
5695,2016,33,2016-10-29,19:34,Santos,santos,Palmeiras,palmeiras,1,0,1,1,Vitoria Mandante,Santos,Estádio Urbano Caldeira,SP,SP,4-2-3-1,4-3-3,D. Silvestre Júnior,A. Stival
5696,2016,33,2016-10-31,20:02,America-MG,america_mg,Sao Paulo,sao_paulo,1,0,1,1,Vitoria Mandante,America-MG,Estádio Raimundo Sampaio,MG,SP,4-1-4-1,4-2-3-1,E. Alves Moreira,R. Gomes Raymundo
5697,2016,34,2016-11-05,17:00,Flamengo,flamengo,Botafogo-RJ,botafogo_rj,0,0,0,0,Empate,-, Maracanã,RJ,RJ,4-2-3-1,4-3-1-2,J. Mannarino,J. Ribeiro Ventura
5698,2016,34,2016-11-05,19:31,Sao Paulo,sao_paulo,Corinthians,corinthians,4,0,4,4,Vitoria Mandante,Sao Paulo, Morumbi,SP,SP,4-2-3-1,4-1-4-1,R. Gomes Raymundo,O. de Oliveira Filho
5699,2016,34,2016-11-06,11:01,Ponte Preta,ponte_preta,Santos,santos,1,2,3,-1,Vitoria Visitante,Santos, Moisés Lucarelli,SP,SP,4-1-4-1,4-2-3-1,E. Baptista,D. Silvestre Júnior
5700,2016,34,2016-11-06,16:59,Santa Cruz,santa_cruz,America-MG,america_mg,1,0,1,1,Vitoria Mandante,Santa Cruz,Estádio do Arruda,PE,MG,4-2-3-1,4-1-4-1,A. Felix Teixeira,E. Alves Moreira
5702,2016,34,2016-11-06,16:59,Palmeiras,palmeiras,Internacional,internacional,1,0,1,1,Vitoria Mandante,Palmeiras,Allianz Parque,SP,RS,4-2-3-1,4-2-3-1,A. Stival,C. Juarez Roth
5703,2016,34,2016-11-06,16:59,Vitoria,vitoria,Athletico-PR,athletico_pr,3,2,5,1,Vitoria Mandante,Vitoria, Barradão,BA,PR,4-3-3,4-2-3-1,A. Fucks,P. Autuori de Mello
5701,2016,34,2016-11-06,17:00,Cruzeiro,cruzeiro,Fluminense,fluminense,4,2,6,2,Vitoria Mandante,Cruzeiro, Mineirão,MG,RJ,4-2-3-1,4-2-3-1,L. Venker de Menezes,L. Culpi
5704,2016,34,2016-11-06,19:31,Coritiba,coritiba,Atletico-MG,atletico_mg,2,0,2,2,Vitoria Mandante,Coritiba, Couto Pereira,PR,MG,4-1-4-1,4-2-3-1,P. Carpegiani,M. de Oliveira Santos
5705,2016,34,2016-11-06,19:31,Chapecoense,chapecoense,Figueirense,figueirense,1,0,1,1,Vitoria Mandante,Chapecoense,Arena Condá,SC,SC,4-1-4-1,4-1-4-1,L. Saroli Caio Júnior,M. dos Santos Gonçalves
5706,2016,34,2016-11-07,20:00,Gremio,gremio,Sport,sport,0,3,3,-3,Vitoria Visitante,Sport,Arena do Grêmio,RS,PE,4-2-3-1,4-2-3-1,Renato Gaúcho,D. Pollo Barioni
5707,2016,35,2016-11-15,16:59,Fluminense,fluminense,Athletico-PR,athletico_pr,1,1,2,0,Empate,-, Maracanã,RJ,PR,4-2-3-1,4-2-3-1,M. de Oliveira,P. Autuori de Mello
5708,2016,35,2016-11-16,19:30,Botafogo-RJ,botafogo_rj,Chapecoense,chapecoense,0,2,2,-2,Vitoria Visitante,Chapecoense,Luso-Brasileiro,RJ,SC,4-2-3-1,4-1-4-1,J. Ribeiro Ventura,L. Saroli Caio Júnior
5709,2016,35,2016-11-16,21:01,Coritiba,coritiba,Santa Cruz,santa_cruz,1,0,1,1,Vitoria Mandante,Coritiba, Couto Pereira,PR,PE,4-3-3,4-2-3-1,P. Carpegiani,A. Felix Teixeira
5710,2016,35,2016-11-16,21:45,Sport,sport,Cruzeiro,cruzeiro,0,1,1,-1,Vitoria Visitante,Cruzeiro,Adelmar da Costa Carvalho,PE,MG,4-2-3-1,4-2-3-1,D. Pollo Barioni,L. Venker de Menezes
5711,2016,35,2016-11-16,21:45,America-MG,america_mg,Flamengo,flamengo,0,1,1,-1,Vitoria Visitante,Flamengo, Mineirão,MG,RJ,4-1-4-1,4-2-3-1,E. Alves Moreira,J. Mannarino
5712,2016,35,2016-11-16,21:45,Figueirense,figueirense,Corinthians,corinthians,1,1,2,0,Empate,-, Orlando Scarpelli,SC,SP,3-5-1-1,4-1-4-1,M. dos Santos Gonçalves,O. de Oliveira Filho
5713,2016,35,2016-11-17,19:32,Santos,santos,Vitoria,vitoria,3,2,5,1,Vitoria Mandante,Santos,Estádio Urbano Caldeira,SP,BA,4-2-3-1,4-2-3-1,D. Silvestre Júnior,A. Fucks
5714,2016,35,2016-11-17,19:33,Sao Paulo,sao_paulo,Gremio,gremio,1,1,2,0,Empate,-, Morumbi,SP,RS,4-2-3-1,4-2-3-1,R. Gomes Raymundo,Renato Gaúcho
5715,2016,35,2016-11-17,20:59,Internacional,internacional,Ponte Preta,ponte_preta,1,1,2,0,Empate,-,Estádio José Pinheiro Borda,RS,SP,4-2-3-1,4-1-4-1,C. Juarez Roth,E. Baptista
5716,2016,35,2016-11-17,21:01,Atletico-MG,atletico_mg,Palmeiras,palmeiras,1,1,2,0,Empate,-,Estádio Raimundo Sampaio,MG,SP,4-2-3-1,4-3-3,M. de Oliveira Santos,A. Stival
5717,2016,36,2016-11-20,16:59,Vitoria,vitoria,Figueirense,figueirense,4,0,4,4,Vitoria Mandante,Vitoria, Barradão,BA,SC,4-2-3-1,4-2-3-1,A. Fucks,M. dos Santos Gonçalves
5718,2016,36,2016-11-20,17:00,Cruzeiro,cruzeiro,Santos,santos,2,2,4,0,Empate,-, Mineirão,MG,SP,4-2-3-1,4-2-3-1,L. Venker de Menezes,D. Silvestre Júnior
5719,2016,36,2016-11-20,17:00,Palmeiras,palmeiras,Botafogo-RJ,botafogo_rj,1,0,1,1,Vitoria Mandante,Palmeiras,Allianz Parque,SP,RJ,4-2-3-1,4-4-2,A. Stival,J. Ribeiro Ventura
5721,2016,36,2016-11-20,17:00,Gremio,gremio,America-MG,america_mg,3,0,3,3,Vitoria Mandante,Gremio,Arena do Grêmio,RS,MG,4-2-3-1,4-1-4-1,Renato Gaúcho,E. Alves Moreira
5722,2016,36,2016-11-20,17:02,Ponte Preta,ponte_preta,Fluminense,fluminense,1,0,1,1,Vitoria Mandante,Ponte Preta, Moisés Lucarelli,SP,RJ,4-1-4-1,4-2-3-1,E. Baptista,M. de Oliveira
5720,2016,36,2016-11-20,17:03,Athletico-PR,athletico_pr,Sport,sport,2,0,2,2,Vitoria Mandante,Athletico-PR,Estádio Joaquim Américo Guimarães,PR,PE,4-2-3-1,4-2-3-1,P. Autuori de Mello,D. Pollo Barioni
5723,2016,36,2016-11-20,19:29,Flamengo,flamengo,Coritiba,coritiba,2,2,4,0,Empate,-, Maracanã,RJ,PR,4-2-3-1,4-4-2,J. Mannarino,P. Carpegiani
5724,2016,36,2016-11-20,19:31,Chapecoense,chapecoense,Sao Paulo,sao_paulo,2,0,2,2,Vitoria Mandante,Chapecoense,Arena Condá,SC,SP,4-1-4-1,4-2-3-1,L. Saroli Caio Júnior,R. Gomes Raymundo
5725,2016,36,2016-11-20,19:31,Santa Cruz,santa_cruz,Atletico-MG,atletico_mg,3,3,6,0,Empate,-,Estádio do Arruda,PE,MG,4-1-4-1,4-2-3-1,A. Felix Teixeira,M. de Oliveira Santos
5726,2016,36,2016-11-21,20:00,Corinthians,corinthians,Internacional,internacional,1,0,1,1,Vitoria Mandante,Corinthians,Neo Química Arena,SP,RS,4-1-4-1,4-2-3-1,O. de Oliveira Filho,L. Cirne Lima de Lorenzi
5728,2016,37,2016-11-26,20:00,Botafogo-RJ,botafogo_rj,Ponte Preta,ponte_preta,1,1,2,0,Empate,-,Luso-Brasileiro,RJ,SP,4-3-1-2,4-1-4-1,J. Ribeiro Ventura,E. Baptista
5727,2016,37,2016-11-26,20:01,America-MG,america_mg,Sport,sport,2,2,4,0,Empate,-,Estádio Raimundo Sampaio,MG,PE,4-1-4-1,4-2-3-1,E. Alves Moreira,D. Pollo Barioni
5729,2016,37,2016-11-26,20:59,Corinthians,corinthians,Athletico-PR,athletico_pr,0,0,0,0,Empate,-,Neo Química Arena,SP,PR,4-1-4-1,4-2-3-1,O. de Oliveira Filho,P. Autuori de Mello
5733,2016,37,2016-11-27,16:57,Internacional,internacional,Cruzeiro,cruzeiro,1,0,1,1,Vitoria Mandante,Internacional,Estádio José Pinheiro Borda,RS,MG,4-2-3-1,4-4-2,L. Cirne Lima de Lorenzi,L. Venker de Menezes
5730,2016,37,2016-11-27,17:00,Atletico-MG,atletico_mg,Sao Paulo,sao_paulo,1,2,3,-1,Vitoria Visitante,Sao Paulo,Estádio Raimundo Sampaio,MG,SP,4-2-3-1,4-2-3-1,D. Giacomini,L. de Oliveira Preto
5732,2016,37,2016-11-27,17:00,Flamengo,flamengo,Santos,santos,2,0,2,2,Vitoria Mandante,Flamengo, Maracanã,RJ,SP,4-2-3-1,4-2-3-1,J. Mannarino,D. Silvestre Júnior
5731,2016,37,2016-11-27,17:03,Palmeiras,palmeiras,Chapecoense,chapecoense,1,0,1,1,Vitoria Mandante,Palmeiras,Allianz Parque,SP,SC,4-3-3,4-1-4-1,A. Stival,L. Saroli Caio Júnior
5735,2016,37,2016-11-27,19:29,Santa Cruz,santa_cruz,Gremio,gremio,5,1,6,4,Vitoria Mandante,Santa Cruz,Estádio do Arruda,PE,RS,4-3-3,4-2-3-1,A. Felix Teixeira,J. Freitas
5734,2016,37,2016-11-27,19:30,Figueirense,figueirense,Fluminense,fluminense,1,0,1,1,Vitoria Mandante,Figueirense, Orlando Scarpelli,SC,RJ,3-4-2-1,4-2-3-1,M. dos Santos Gonçalves,M. de Oliveira
5736,2016,37,2016-11-28,20:01,Coritiba,coritiba,Vitoria,vitoria,0,1,1,-1,Vitoria Visitante,Vitoria, Couto Pereira,PR,BA,4-4-2,4-2-3-1,P. Carpegiani,A. Fucks
5741,2016,38,2016-12-11,17:01,Cruzeiro,cruzeiro,Corinthians,corinthians,3,2,5,1,Vitoria Mandante,Cruzeiro, Mineirão,MG,SP,4-2-3-1,4-1-4-1,L. Venker de Menezes,O. de Oliveira Filho
5738,2016,38,2016-12-11,17:02,Fluminense,fluminense,Internacional,internacional,1,1,2,0,Empate,-,Estádio Giulite Coutinho,RJ,RS,4-4-1-1,4-2-3-1,M. de Oliveira,L. Cirne Lima de Lorenzi
5739,2016,38,2016-12-11,17:03,Gremio,gremio,Botafogo-RJ,botafogo_rj,0,1,1,-1,Vitoria Visitante,Botafogo-RJ,Arena do Grêmio,RS,RJ,4-2-3-1,4-2-3-1,Renato Gaúcho,J. Ribeiro Ventura
5740,2016,38,2016-12-11,17:04,Sao Paulo,sao_paulo,Santa Cruz,santa_cruz,5,0,5,5,Vitoria Mandante,Sao Paulo,Estádio Municipal Paulo Machado de Carvalho,SP,PE,4-2-3-1,4-2-3-1,L. de Oliveira Preto,A. Felix Teixeira
5743,2016,38,2016-12-11,17:05,Athletico-PR,athletico_pr,Flamengo,flamengo,0,0,0,0,Empate,-,Estádio Joaquim Américo Guimarães,PR,RJ,4-2-3-1,4-2-3-1,P. Autuori de Mello,J. Mannarino
5744,2016,38,2016-12-11,17:05,Vitoria,vitoria,Palmeiras,palmeiras,1,2,3,-1,Vitoria Visitante,Palmeiras, Barradão,BA,SP,4-2-3-1,4-3-3,A. Fucks,A. Stival
5745,2016,38,2016-12-11,17:05,Ponte Preta,ponte_preta,Coritiba,coritiba,2,0,2,2,Vitoria Mandante,Ponte Preta, Moisés Lucarelli,SP,PR,4-1-4-1,4-4-2,F. Moreira,P. Carpegiani
5737,2016,38,2016-12-11,17:06,Santos,santos,America-MG,america_mg,1,0,1,1,Vitoria Mandante,Santos,Estádio Urbano Caldeira,SP,MG,4-2-3-1,4-1-4-1,D. Silvestre Júnior,E. Alves Moreira
5742,2016,38,2016-12-11,17:07,Sport,sport,Figueirense,figueirense,2,0,2,2,Vitoria Mandante,Sport,Adelmar da Costa Carvalho,PE,SC,4-2-3-1,3-5-1-1,D. Pollo Barioni,M. dos Santos Gonçalves
5746,2017,1,2017-05-13,16:01,Flamengo,flamengo,Atletico-MG,atletico_mg,1,1,2,0,Empate,-, Maracanã,RJ,MG,4-2-3-1,4-3-2-1,J. Mannarino,R. Machado Marques
5747,2017,1,2017-05-13,19:02,Corinthians,corinthians,Chapecoense,chapecoense,1,1,2,0,Empate,-,Neo Química Arena,SP,SC,4-1-4-1,4-2-3-1,F. Carille,V. Carmo Mancini
5748,2017,1,2017-05-14,11:00,Fluminense,fluminense,Santos,santos,3,2,5,1,Vitoria Mandante,Fluminense, Maracanã,RJ,SP,4-2-3-1,4-2-3-1,A. da Silva Braga,D. Silvestre Júnior
5749,2017,1,2017-05-14,16:01,Cruzeiro,cruzeiro,Sao Paulo,sao_paulo,1,0,1,1,Vitoria Mandante,Cruzeiro, Mineirão,MG,SP,4-2-3-1,3-4-3,L. Venker de Menezes,R. Ceni
5751,2017,1,2017-05-14,16:01,Ponte Preta,ponte_preta,Sport,sport,4,0,4,4,Vitoria Mandante,Ponte Preta, Moisés Lucarelli,SP,PE,4-2-3-1,4-2-3-1,G. Kleina,N. da Silveira Júnior
5752,2017,1,2017-05-14,16:01,Avai,avai,Vitoria,vitoria,0,0,0,0,Empate,-,  Ressacada,SC,BA,4-2-3-1,4-2-3-1,C. dos Santos Oliveira,D. Petkovic
5750,2017,1,2017-05-14,16:04,Bahia,bahia,Athletico-PR,athletico_pr,6,2,8,4,Vitoria Mandante,Bahia,Itaipava Arena Fonte Nova,BA,PR,4-2-3-1,3-4-1-2,A. Ferreira,P. Autuori de Mello
5753,2017,1,2017-05-14,16:06,Palmeiras,palmeiras,Vasco,vasco,4,0,4,4,Vitoria Mandante,Palmeiras,Allianz Parque,SP,RJ,4-3-3,4-2-3-1,A. Stival,M. Mendes
5754,2017,1,2017-05-14,19:01,Gremio,gremio,Botafogo-RJ,botafogo_rj,2,0,2,2,Vitoria Mandante,Gremio,Arena do Grêmio,RS,RJ,4-2-3-1,4-3-2-1,Renato Gaúcho,J. Ribeiro Ventura
5755,2017,1,2017-05-15,20:02,Coritiba,coritiba,Atletico-GO,atletico_go,4,1,5,3,Vitoria Mandante,Coritiba, Couto Pereira,PR,GO,4-3-3,4-1-4-1,E. Pacheco,M. Ribeiro Cabo
5756,2017,2,2017-05-20,16:01,Santos,santos,Coritiba,coritiba,1,0,1,1,Vitoria Mandante,Santos,Estádio Urbano Caldeira,SP,PR,4-2-3-1,4-3-3,D. Silvestre Júnior,E. Pacheco
5757,2017,2,2017-05-20,18:59,Atletico-GO,atletico_go,Flamengo,flamengo,0,3,3,-3,Vitoria Visitante,Flamengo,Estádio do Governo do Estado de Goiás (Serra Dourada),GO,RJ,4-5-1,4-2-3-1,M. Ribeiro Cabo,J. Mannarino
5758,2017,2,2017-05-20,19:01,Chapecoense,chapecoense,Palmeiras,palmeiras,1,0,1,1,Vitoria Mandante,Chapecoense,Arena Condá,SC,SP,4-1-4-1,4-3-3,V. Carmo Mancini,A. Stival
5759,2017,2,2017-05-21,11:00,Vasco,vasco,Bahia,bahia,2,1,3,1,Vitoria Mandante,Vasco,Estádio Vasco da Gama,RJ,BA,4-2-3-1,4-2-3-1,M. Mendes,A. Ferreira
5761,2017,2,2017-05-21,16:00,Vitoria,vitoria,Corinthians,corinthians,0,1,1,-1,Vitoria Visitante,Corinthians,Itaipava Arena Fonte Nova,BA,SP,4-2-3-1,4-1-4-1,D. Petkovic,F. Carille
5760,2017,2,2017-05-21,16:01,Athletico-PR,athletico_pr,Gremio,gremio,0,2,2,-2,Vitoria Visitante,Gremio,Estádio Joaquim Américo Guimarães,PR,RS,4-2-3-1,4-2-3-1,P. Autuori de Mello,Renato Gaúcho
5762,2017,2,2017-05-21,16:01,Atletico-MG,atletico_mg,Fluminense,fluminense,1,2,3,-1,Vitoria Visitante,Fluminense,Estádio Raimundo Sampaio,MG,RJ,4-2-3-1,4-2-3-1,R. Machado Marques,A. da Silva Braga
5763,2017,2,2017-05-21,17:59,Botafogo-RJ,botafogo_rj,Ponte Preta,ponte_preta,2,0,2,2,Vitoria Mandante,Botafogo-RJ,Estádio Nilton Santos,RJ,SP,4-4-1-1,4-4-2,J. Ribeiro Ventura,G. Kleina
5764,2017,2,2017-05-21,19:02,Sport,sport,Cruzeiro,cruzeiro,1,1,2,0,Empate,-,Adelmar da Costa Carvalho,PE,MG,4-3-3,4-2-3-1,N. da Silveira Júnior,L. Venker de Menezes
5765,2017,2,2017-05-22,20:00,Sao Paulo,sao_paulo,Avai,avai,2,0,2,2,Vitoria Mandante,Sao Paulo, Morumbi,SP,SC,4-3-2-1,4-2-3-1,R. Ceni,C. dos Santos Oliveira
5766,2017,3,2017-05-27,16:00,Vasco,vasco,Fluminense,fluminense,3,2,5,1,Vitoria Mandante,Vasco,Estádio Vasco da Gama,RJ,RJ,4-2-3-1,4-3-3,M. Mendes,A. da Silva Braga
5767,2017,3,2017-05-27,19:04,Sao Paulo,sao_paulo,Palmeiras,palmeiras,2,0,2,2,Vitoria Mandante,Sao Paulo, Morumbi,SP,SP,3-4-3,4-3-2-1,R. Ceni,A. Stival
5768,2017,3,2017-05-27,21:00,Vitoria,vitoria,Coritiba,coritiba,0,1,1,-1,Vitoria Visitante,Coritiba,Itaipava Arena Fonte Nova,BA,PR,4-2-3-1,4-3-3,D. Petkovic,E. Pacheco
5769,2017,3,2017-05-28,11:01,Atletico-MG,atletico_mg,Ponte Preta,ponte_preta,2,2,4,0,Empate,-,Estádio Raimundo Sampaio,MG,SP,4-2-3-1,5-4-1,R. Machado Marques,G. Kleina
5770,2017,3,2017-05-28,16:00,Athletico-PR,athletico_pr,Flamengo,flamengo,1,1,2,0,Empate,-,Estádio Joaquim Américo Guimarães,PR,RJ,4-2-3-1,4-2-3-1,E. Baptista,J. Mannarino
5772,2017,3,2017-05-28,16:00,Atletico-GO,atletico_go,Corinthians,corinthians,0,1,1,-1,Vitoria Visitante,Corinthians,Estádio do Governo do Estado de Goiás (Serra Dourada),GO,SP,4-2-3-1,4-1-4-1,M. Ribeiro Cabo,F. Carille
5771,2017,3,2017-05-28,16:02,Santos,santos,Cruzeiro,cruzeiro,0,1,1,-1,Vitoria Visitante,Cruzeiro,Estádio Urbano Caldeira,SP,MG,4-2-3-1,4-3-2-1,D. Silvestre Júnior,L. Venker de Menezes
5773,2017,3,2017-05-28,18:00,Sport,sport,Gremio,gremio,4,3,7,1,Vitoria Mandante,Sport,Adelmar da Costa Carvalho,PE,RS,4-2-3-1,3-4-3,D. Pollo Barioni,Renato Gaúcho
5774,2017,3,2017-05-28,19:00,Botafogo-RJ,botafogo_rj,Bahia,bahia,1,0,1,1,Vitoria Mandante,Botafogo-RJ,Estádio Nilton Santos,RJ,BA,4-2-3-1,4-2-3-1,J. Ribeiro Ventura,A. Ferreira
5775,2017,3,2017-05-29,20:00,Chapecoense,chapecoense,Avai,avai,2,0,2,2,Vitoria Mandante,Chapecoense,Arena Condá,SC,SC,4-1-4-1,4-2-3-1,V. Carmo Mancini,C. dos Santos Oliveira
5776,2017,4,2017-06-03,16:01,Coritiba,coritiba,Athletico-PR,athletico_pr,1,0,1,1,Vitoria Mandante,Coritiba, Couto Pereira,PR,PR,4-3-3,4-2-3-1,E. Pacheco,E. Baptista
5777,2017,4,2017-06-03,18:00,Fluminense,fluminense,Vitoria,vitoria,2,1,3,1,Vitoria Mandante,Fluminense, Maracanã,RJ,BA,4-3-3,4-4-1-1,A. da Silva Braga,D. Petkovic
5778,2017,4,2017-06-03,19:01,Corinthians,corinthians,Santos,santos,2,0,2,2,Vitoria Mandante,Corinthians,Neo Química Arena,SP,SP,4-2-3-1,4-2-3-1,F. Carille,D. Silvestre Júnior
5780,2017,4,2017-06-04,11:00,Avai,avai,Sport,sport,1,0,1,1,Vitoria Mandante,Avai,  Ressacada,SC,PE,4-2-3-1,4-2-3-1,C. dos Santos Oliveira,V. Luxemburgo da Silva
5779,2017,4,2017-06-04,11:01,Flamengo,flamengo,Botafogo-RJ,botafogo_rj,0,0,0,0,Empate,-,Estádio Municipal General Raulino de Oliveira,RJ,RJ,4-2-3-1,4-1-4-1,J. Mannarino,J. Ribeiro Ventura
5783,2017,4,2017-06-04,15:59,Gremio,gremio,Vasco,vasco,2,0,2,2,Vitoria Mandante,Gremio,Arena do Grêmio,RS,RJ,4-2-3-1,4-2-4-0,Renato Gaúcho,M. Mendes
5781,2017,4,2017-06-04,16:00,Palmeiras,palmeiras,Atletico-MG,atletico_mg,0,0,0,0,Empate,-,Allianz Parque,SP,MG,4-3-3,4-2-3-1,A. Stival,R. Machado Marques
5782,2017,4,2017-06-04,16:04,Ponte Preta,ponte_preta,Sao Paulo,sao_paulo,1,0,1,1,Vitoria Mandante,Ponte Preta, Moisés Lucarelli,SP,SP,4-2-3-1,3-4-2-1,G. Kleina,R. Ceni
5784,2017,4,2017-06-04,19:00,Cruzeiro,cruzeiro,Chapecoense,chapecoense,0,2,2,-2,Vitoria Visitante,Chapecoense, Mineirão,MG,SC,4-2-3-1,4-1-4-1,L. Venker de Menezes,V. Carmo Mancini
5785,2017,4,2017-06-05,20:00,Bahia,bahia,Atletico-GO,atletico_go,3,0,3,3,Vitoria Mandante,Bahia,Itaipava Arena Fonte Nova,BA,GO,4-2-3-1,4-2-3-1,J. de Amorim Campos,M. Ribeiro Cabo
5786,2017,5,2017-06-06,19:59,Fluminense,fluminense,Athletico-PR,athletico_pr,1,1,2,0,Empate,-, Maracanã,RJ,PR,4-2-3-1,4-1-4-1,A. da Silva Braga,E. Baptista
5787,2017,5,2017-06-07,19:29,Atletico-MG,atletico_mg,Avai,avai,1,0,1,1,Vitoria Mandante,Atletico-MG,Estádio Raimundo Sampaio,MG,SC,4-2-3-1,4-2-3-1,R. Machado Marques,C. dos Santos Oliveira
5788,2017,5,2017-06-07,19:31,Coritiba,coritiba,Palmeiras,palmeiras,1,0,1,1,Vitoria Mandante,Coritiba, Couto Pereira,PR,SP,4-3-3,4-4-2,E. Pacheco,A. Stival
5789,2017,5,2017-06-07,20:59,Santos,santos,Botafogo-RJ,botafogo_rj,1,0,1,1,Vitoria Mandante,Santos,Estádio Municipal Paulo Machado de Carvalho,SP,RJ,4-1-4-1,4-4-1-1,Elano,J. Ribeiro Ventura
5790,2017,5,2017-06-07,21:44,Vasco,vasco,Corinthians,corinthians,2,5,7,-3,Vitoria Visitante,Corinthians,Estádio Vasco da Gama,RJ,SP,4-2-3-1,4-2-3-1,E. Da Conceição Silva,F. Carille
5791,2017,5,2017-06-07,21:45,Sport,sport,Flamengo,flamengo,2,0,2,2,Vitoria Mandante,Sport,Adelmar da Costa Carvalho,PE,RJ,4-3-3,4-2-3-1,V. Luxemburgo da Silva,J. Mannarino
5792,2017,5,2017-06-08,19:29,Atletico-GO,atletico_go,Ponte Preta,ponte_preta,3,0,3,3,Vitoria Mandante,Atletico-GO,Estádio Olímpico Pedro Ludovico Teixeira,GO,SP,4-1-4-1,4-3-1-2,J. P. Sanches,G. Kleina
5793,2017,5,2017-06-08,19:31,Sao Paulo,sao_paulo,Vitoria,vitoria,2,0,2,2,Vitoria Mandante,Sao Paulo, Morumbi,SP,BA,3-4-2-1,4-2-3-1,R. Ceni,A. Tadeu Gallo
5794,2017,5,2017-06-08,20:01,Chapecoense,chapecoense,Gremio,gremio,3,6,9,-3,Vitoria Visitante,Gremio,Arena Condá,SC,RS,4-1-4-1,4-2-3-1,V. Carmo Mancini,Renato Gaúcho
5795,2017,5,2017-06-08,21:00,Bahia,bahia,Cruzeiro,cruzeiro,1,0,1,1,Vitoria Mandante,Bahia,Itaipava Arena Fonte Nova,BA,MG,4-2-3-1,4-2-3-1,J. de Amorim Campos,L. Venker de Menezes
5796,2017,6,2017-06-10,16:00,Palmeiras,palmeiras,Fluminense,fluminense,3,1,4,2,Vitoria Mandante,Palmeiras,Allianz Parque,SP,RJ,4-1-4-1,4-2-3-1,A. Stival,A. da Silva Braga
5797,2017,6,2017-06-10,18:59,Vasco,vasco,Sport,sport,2,1,3,1,Vitoria Mandante,Vasco,Estádio Vasco da Gama,RJ,PE,4-2-3-1,4-3-3,M. Mendes,V. Luxemburgo da Silva
5798,2017,6,2017-06-11,11:02,Botafogo-RJ,botafogo_rj,Coritiba,coritiba,2,2,4,0,Empate,-,Estádio Nilton Santos,RJ,PR,4-3-1-2,4-4-2,J. Ribeiro Ventura,E. Pacheco
5799,2017,6,2017-06-11,16:00,Ponte Preta,ponte_preta,Chapecoense,chapecoense,3,2,5,1,Vitoria Mandante,Ponte Preta, Moisés Lucarelli,SP,SC,4-2-3-1,4-1-4-1,G. Kleina,V. Carmo Mancini
5802,2017,6,2017-06-11,16:00,Corinthians,corinthians,Sao Paulo,sao_paulo,3,2,5,1,Vitoria Mandante,Corinthians,Neo Química Arena,SP,SP,4-2-3-1,3-1-4-2,F. Carille,R. Ceni
5801,2017,6,2017-06-11,16:01,Vitoria,vitoria,Atletico-MG,atletico_mg,2,0,2,2,Vitoria Mandante,Vitoria, Barradão,BA,MG,4-2-3-1,4-2-3-1,A. Tadeu Gallo,R. Machado Marques
