partida_id,temporada,serie,rodada,clube,clube_slug,momento,periodo,minuto_nominal,acrescimo,minuto_continuo,num_entrou,atleta_entrou,atleta_entrou_slug,num_saiu,atleta_saiu,atleta_saiu_slug
156,2026,A,16,Mirassol,mirassol,2T,2T,39,0,84,27,Antonio Javier Galeano Ferre,antonio_javier_galeano_ferre,33,Carlos Eduardo de Oliveira A,carlos_eduardo_de_oliveira_a
157,2026,A,16,Vasco da Gama Saf,vasco_da_gama_saf,2T,2T,18,0,63,7,David Correa da Fonseca,david_correa_da_fonseca,17,Nuno Gonçalo Rocha Moreira,nuno_goncalo_rocha_moreira
157,2026,A,16,Vasco da Gama Saf,vasco_da_gama_saf,2T,2T,28,0,73,18,Marino Hinestroza Angulo,marino_hinestroza_angulo,3,Danilo das Neves Pinheiro,danilo_das_neves_pinheiro
157,2026,A,16,Vasco da Gama Saf,vasco_da_gama_saf,2T,2T,28,0,73,83,Ramon Rique Santos de Souza,ramon_rique_santos_de_souza,20,Brenner Souza da Silva,brenner_souza_da_silva
157,2026,A,16,Internacional,internacional,2T,2T,33,0,78,19,Rafael Santos Borre Maury,rafael_santos_borre_maury,9,Alerrandro Barra Mansa Reali,alerrandro_barra_mansa_reali
157,2026,A,16,Internacional,internacional,2T,2T,33,0,78,31,Allex Rodrigues Pereira da S,allex_rodrigues_pereira_da_s,7,Johan Stiven Carbonero Balanta,johan_stiven_carbonero_balanta
157,2026,A,16,Internacional,internacional,2T,2T,40,0,85,16,Ronaldo da Silva Souza Guerr,ronaldo_da_silva_souza_guerr,8,Bruno Henrique Corsini,bruno_henrique_corsini
157,2026,A,16,Internacional,internacional,2T,2T,40,0,85,53,Luiz Felipe de Morais Franci,luiz_felipe_de_morais_franci,6,Matheus Bahia Santos,matheus_bahia_santos
157,2026,A,16,Internacional,internacional,2T,2T,45,0,90,33,Benjamin Arhin,benjamin_arhin,26,Alexandro Ezequiel Bernabei,alexandro_ezequiel_bernabei
158,2026,A,16,Athletico Paranaense,athletico_paranaense,1T,1T,26,0,26,26,Claudio Henrique de Jesus Pa,claudio_henrique_de_jesus_pa,6,Leonardo Derik Dias Goncalves,leonardo_derik_dias_goncalves
158,2026,A,16,Flamengo,flamengo,2T,2T,13,0,58,27,Bruno Henrique Pinto,bruno_henrique_pinto,8,Saul Niguez Esclapez,saul_niguez_esclapez
158,2026,A,16,Flamengo,flamengo,2T,2T,13,0,58,11,Everton Sousa Soares,everton_sousa_soares,16,Samuel Dias Lino,samuel_dias_lino
158,2026,A,16,Athletico Paranaense,athletico_paranaense,2T,2T,19,0,64,2,Gilberto Junior Leite dos Sa,gilberto_junior_leite_dos_sa,37,Lucas Angel Esquivel,lucas_angel_esquivel
158,2026,A,16,Athletico Paranaense,athletico_paranaense,2T,2T,19,0,64,8,João Victor Machado Cruz,joao_victor_machado_cruz,10,Bruno Zapelli,bruno_zapelli
158,2026,A,16,Flamengo,flamengo,2T,2T,36,0,81,22,Emerson Aparecido Leite de S,emerson_aparecido_leite_de_s,3,Leonardo Rech Ortiz,leonardo_rech_ortiz
158,2026,A,16,Flamengo,flamengo,2T,2T,90,2,92,44,Vitor Eduardo da Silva Matos,vitor_eduardo_da_silva_matos,9,Pedro Guilherme Abreu dos Sa,pedro_guilherme_abreu_dos_sa
158,2026,A,16,Flamengo,flamengo,2T,2T,90,2,92,6,Ayrton Lucas Dantas de Medei,ayrton_lucas_dantas_de_medei,15,Jorge Andres Carrascal Guardo,jorge_andres_carrascal_guardo
158,2026,A,16,Athletico Paranaense,athletico_paranaense,2T,2T,90,4,94,70,Renan Peixoto Nepomuceno,renan_peixoto_nepomuceno,5,Antonio Feliphe Costa Silva,antonio_feliphe_costa_silva
