partida_id,temporada,serie,rodada,clube,clube_slug,momento,periodo,minuto_nominal,acrescimo,minuto_continuo,num_entrou,atleta_entrou,atleta_entrou_slug,num_saiu,atleta_saiu,atleta_saiu_slug
208,2023,B,21,Juventude,juventude,2T,2T,29,0,74,44,Luiz Gustavo da Silva Machad,luiz_gustavo_da_silva_machad,77,Anderson Luis de Carvalho,anderson_luis_de_carvalho
208,2023,B,21,Novorizontino,novorizontino,2T,2T,37,0,82,20,Felipe Marques da Silva,felipe_marques_da_silva,15,Ricardo Ribeiro de Lima,ricardo_ribeiro_de_lima
208,2023,B,21,Novorizontino,novorizontino,2T,2T,40,0,85,23,Luiz Gabriel de Oliveira Fon,luiz_gabriel_de_oliveira_fon,5,Geovane Batista de Faria,geovane_batista_de_faria
209,2023,B,21,Chapecoense,chapecoense,INT,2T,45,0,45,29,Marcio Antonio de Sousa Junior,marcio_antonio_de_sousa_junior,4,Bruno Leonardo dos Santos Co,bruno_leonardo_dos_santos_co
209,2023,B,21,Chapecoense,chapecoense,INT,2T,45,0,45,10,Alisson Alves Farias,alisson_alves_farias,97,Marco Antonio Rosa Furtado J,marco_antonio_rosa_furtado_j
209,2023,B,21,Londrina,londrina,2T,2T,15,0,60,23,Danilo de Souza Lima,danilo_de_souza_lima,11,Iago Angelo Dias,iago_angelo_dias
209,2023,B,21,Londrina,londrina,2T,2T,15,0,60,16,Igor Franca Silva,igor_franca_silva,2,Fabricio Santos de Jesus,fabricio_santos_de_jesus
209,2023,B,21,Londrina,londrina,2T,2T,15,0,60,18,Rodrigo Alves de Holanda San,rodrigo_alves_de_holanda_san,8,Moises Wolschick,moises_wolschick
209,2023,B,21,Londrina,londrina,2T,2T,26,0,71,21,Jonas Cabral da Rocha Silva,jonas_cabral_da_rocha_silva,10,Higor Rodrigues Barbosa Leite,higor_rodrigues_barbosa_leite
209,2023,B,21,Londrina,londrina,2T,2T,34,0,79,20,Vinicius de Lima Ferreira,vinicius_de_lima_ferreira,7,Paulo Roberto Moccelin,paulo_roberto_moccelin
209,2023,B,21,Chapecoense,chapecoense,2T,2T,35,0,80,70,Carlos Eduardo de Souza Vieira,carlos_eduardo_de_souza_vieira,31,Douglas do Espirito Santo To,douglas_do_espirito_santo_to
209,2023,B,21,Chapecoense,chapecoense,2T,2T,42,0,87,22,Bruno Vinicius Simão Elesbão,bruno_vinicius_simao_elesbao,88,Bruno dos Santos Nazario,bruno_dos_santos_nazario
209,2023,B,21,Chapecoense,chapecoense,2T,2T,42,0,87,44,Gabriel Augusto Xavier,gabriel_augusto_xavier,55,Gustavo Cazonatti,gustavo_cazonatti
210,2023,B,21,Atlético,atletico,INT,2T,45,0,45,14,Guilherme Bastos da Silva,guilherme_bastos_da_silva,3,Emerson Raymundo Santos,emerson_raymundo_santos
210,2023,B,21,Atlético,atletico,2T,2T,29,0,74,17,Kelvin Giacobe Alves dos San,kelvin_giacobe_alves_dos_san,2,Rodrigo Alves Soares,rodrigo_alves_soares
210,2023,B,21,Crb,crb,2T,2T,31,0,76,22,Anderson Leite Morais,anderson_leite_morais,8,Paulo Roberto Valoura Junior,paulo_roberto_valoura_junior
210,2023,B,21,Crb,crb,2T,2T,31,0,76,5,Auremir Evangelista dos Santos,auremir_evangelista_dos_santos,98,Lucas de Oliveira Teodoro Fa,lucas_de_oliveira_teodoro_fa
210,2023,B,21,Crb,crb,2T,2T,37,0,82,2,Matheus Antunes Ribeiro,matheus_antunes_ribeiro,32,Diogo Hereda da Silva,diogo_hereda_da_silva
210,2023,B,21,Crb,crb,2T,2T,37,0,82,29,Bruno da Silva Costa,bruno_da_silva_costa,33,Lucas Eduardo Lima da Silva,lucas_eduardo_lima_da_silva
