serie,temporada,rodada,partida_id,clube_slug,num_camisa,apelido,registro_cbf,condicao,minutos_previos,cartoes_1t_previos,taxa_1t_ajustada,score_pre_jogo
B,2022,1,9,tombense,99,Ciel 99,154961,Titular,0.0,0.0,0.0,0.0
B,2022,1,9,operario,11,Antonio,170011,Titular,0.0,0.0,0.0,0.0
B,2022,1,9,tombense,12,Felipe,172028,Reserva,0.0,0.0,0.0,0.0
B,2022,1,9,tombense,1,Rafael Santos,177436,Titular,0.0,0.0,0.0,0.0
B,2022,1,10,ituano,17,Gerson,147495,Reserva,0.0,0.0,0.0,0.0
B,2022,1,10,ituano,5,Rafael,170563,Titular,0.0,0.0,0.0,0.0
B,2022,1,10,chapecoense,3,Leo,174360,Titular,0.0,0.0,0.0,0.0
B,2022,1,10,chapecoense,22,Ederson,176522,Reserva,0.0,0.0,0.0,0.0
B,2022,1,10,chapecoense,4,Victor Ramos,177152,Titular,0.0,0.0,0.0,0.0
B,2022,2,11,sport,98,Fabricio,439695,Titular,70.0,1.0,0.0022860180754917594,0.18745348
B,2022,2,11,guarani,10,Giovanni A ...,292205,Titular,90.0,1.0,0.0022085259373394966,0.18109913
B,2022,2,11,guarani,31,Leandro,315023,Titular,0.0,0.0,0.0006060606060606061,0.04969697
B,2022,2,11,guarani,13,Diogo,315945,Titular,0.0,0.0,0.0006060606060606061,0.04969697
B,2022,2,11,sport,3,Fabio Alemão,378811,Titular,0.0,0.0,0.0006060606060606061,0.04969697
B,2022,2,12,vasco_da_gama,23,Zé Gabriel,372403,Titular,90.0,1.0,0.0022085259373394966,0.18109913
B,2022,2,12,crb,10,Maicon,166603,Titular,0.0,0.0,0.0006060606060606061,0.04969697
B,2022,2,12,crb,4,Gilvan,188660,Titular,0.0,0.0,0.0006060606060606061,0.04969697
B,2022,2,12,vasco_da_gama,13,Gabriel Dias,317697,Titular,0.0,0.0,0.0006060606060606061,0.04969697
B,2022,2,12,vasco_da_gama,15,Figueiredo,559670,Titular,20.0,0.0,0.0005827505827505828,0.04778555
B,2022,2,13,nautico,5,Djavan,358911,Titular,0.0,0.0,0.0006060606060606061,0.04969697
B,2022,2,13,nautico,3,Bruno,367372,Titular,0.0,0.0,0.0006060606060606061,0.04969697
B,2022,2,13,nautico,2,Diogo,428683,Titular,0.0,0.0,0.0006060606060606061,0.04969697
B,2022,2,13,nautico,11,Eduardo,350148,Titular,34.0,0.0,0.0005674724775848372,0.04653274
B,2022,2,13,bahia,29,Jacare,567698,Titular,34.0,0.0,0.0005674724775848372,0.04653274
B,2022,2,14,criciuma,10,Marquinhos ...,190389,Titular,0.0,0.0,0.0006060606060606061,0.04969697
B,2022,2,14,criciuma,4,Ze Marcos,406610,Titular,27.0,0.0,0.0005750100626760969,0.04715083
B,2022,2,14,londrina,7,Marcinho,443362,Titular,45.0,0.0,0.0005560189046427579,0.04559355
B,2022,2,14,criciuma,11,Fellipe,321780,Titular,64.0,0.0,0.0005372877713303245,0.0440576
B,2022,2,14,londrina,6,Felipe,533292,Titular,68.0,0.0,0.0005335040546308152,0.04374733
B,2022,2,15,csa,4,Anderson,166258,Titular,0.0,0.0,0.0006060606060606061,0.04969697
B,2022,2,15,csa,99,Rodrigo Ro ...,356563,Titular,0.0,0.0,0.0006060606060606061,0.04969697
B,2022,2,15,csa,21,Marco,385005,Titular,0.0,0.0,0.0006060606060606061,0.04969697
B,2022,2,15,csa,7,Felipe Aug ...,323819,Titular,9.0,0.0,0.0005953444067392987,0.04881824
B,2022,2,15,csa,15,Giva Santos,422561,Titular,28.0,0.0,0.000573921028466483,0.04706152
B,2022,2,16,ponte_preta,8,Wesley,170540,Titular,69.0,1.0,0.0022900356819513233,0.18778293
B,2022,2,16,ponte_preta,10,Lucca,292592,Titular,0.0,0.0,0.0006060606060606061,0.04969697
B,2022,2,16,operario,11,Antonio,170011,Titular,64.0,0.0,0.0005372877713303245,0.0440576
B,2022,2,16,operario,10,Reina,298884,Titular,64.0,0.0,0.0005372877713303245,0.0440576
B,2022,2,16,operario,7,Garcia,311487,Titular,64.0,0.0,0.0005372877713303245,0.0440576
B,2022,2,17,chapecoense,8,Betinho,321453,Titular,26.0,0.0,0.0005761032377001959,0.04724047
B,2022,2,17,chapecoense,11,Maranhão,303766,Titular,64.0,0.0,0.0005372877713303245,0.0440576
B,2022,2,17,gremio,18,Elias,542309,Titular,68.0,0.0,0.0005335040546308152,0.04374733
B,2022,2,17,gremio,7,Campaz,729333,Titular,68.0,0.0,0.0005335040546308152,0.04374733
B,2022,2,17,gremio,10,Ferreira,505058,Titular,78.0,0.0,0.0005242738806752648,0.04299046
B,2022,2,18,sampaio_correa,6,Lucas,345443,Titular,0.0,0.0,0.0006060606060606061,0.04969697
B,2022,2,18,tombense,5,Joseph Mau ...,382807,Titular,0.0,0.0,0.0006060606060606061,0.04969697
B,2022,2,18,sampaio_correa,5,André,423695,Titular,0.0,0.0,0.0006060606060606061,0.04969697
B,2022,2,18,sampaio_correa,7,Wesley,376463,Titular,14.0,0.0,0.0005895531187359982,0.04834336
B,2022,2,18,sampaio_correa,9,Eronildo,431106,Titular,14.0,0.0,0.0005895531187359982,0.04834336
B,2022,2,19,cruzeiro_saf,36,Rafael Santos,444618,Titular,90.0,1.0,0.0022085259373394966,0.18109913
B,2022,2,19,brusque,9,Lucas Silva,187915,Titular,0.0,0.0,0.0006060606060606061,0.04969697
B,2022,2,19,cruzeiro_saf,25,Neto,383527,Titular,0.0,0.0,0.0006060606060606061,0.04969697
B,2022,2,19,cruzeiro_saf,33,Rodolfo,423003,Titular,0.0,0.0,0.0006060606060606061,0.04969697
B,2022,2,19,cruzeiro_saf,52,Miticov,577555,Titular,0.0,0.0,0.0006060606060606061,0.04969697
B,2022,2,20,vila_nova,7,Matheus Bossa,344517,Titular,62.0,1.0,0.0023185592580610374,0.19012186
B,2022,2,20,vila_nova,2,Alex Silva,345933,Titular,90.0,1.0,0.0022085259373394966,0.18109913
B,2022,2,20,novorizontino,5,Bruno,183724,Titular,0.0,0.0,0.0006060606060606061,0.04969697
B,2022,2,20,vila_nova,11,Victor And ...,316763,Titular,0.0,0.0,0.0006060606060606061,0.04969697
B,2022,2,20,novorizontino,3,Joilson,326727,Titular,0.0,0.0,0.0006060606060606061,0.04969697
B,2022,3,21,crb,3,Gum,167958,Titular,90.0,1.0,0.0022941277178565316,0.18811847
B,2022,3,21,crb,2,Raul,181172,Titular,151.0,1.0,0.0020791633694859503,0.1704914
B,2022,3,21,ponte_preta,9,Danilo Mag ...,432201,Titular,156.0,1.0,0.0020633160877063317,0.16919192
B,2022,3,21,crb,5,Marthã,339273,Titular,168.0,1.0,0.0020262505292445413,0.16615254
B,2022,3,21,ponte_preta,27,Fabio Sanches,186135,Titular,0.0,0.0,0.0007070707070707071,0.0579798
B,2022,3,22,bahia,10,Daniel,308495,Titular,106.0,1.0,0.0022335566890022336,0.18315165
B,2022,3,22,csa,13,Ton,355730,Titular,0.0,0.0,0.0007070707070707071,0.0579798
B,2022,3,22,bahia,79,Matheus Bahia,431101,Titular,0.0,0.0,0.0007070707070707071,0.0579798
B,2022,3,22,csa,14,Cedric,437380,Titular,0.0,0.0,0.0007070707070707071,0.0579798
B,2022,3,22,bahia,53,Didi,189027,Titular,13.0,0.0,0.0006891527359363617,0.05651052
B,2022,3,23,operario,8,Fernando Neto,321820,Titular,169.0,1.0,0.002023221754163458,0.16590418
B,2022,3,23,nautico,7,Niltinho,329055,Titular,0.0,0.0,0.0007070707070707071,0.0579798
B,2022,3,23,nautico,9,Leo,336999,Titular,24.0,0.0,0.000674685789189606,0.05532423
B,2022,3,23,nautico,5,Ralph Mach ...,452314,Titular,40.0,0.0,0.0006546950991395435,0.053685
B,2022,3,23,nautico,11,Leandro,417861,Titular,45.0,0.0,0.0006486887220832175,0.05319248
B,2022,3,24,sport,22,Ezequiel,302436,Titular,135.0,1.0,0.0021315517378509507,0.17478724
B,2022,3,24,sport,98,Fabricio,439695,Titular,149.0,1.0,0.002085570652596847,0.17101679
B,2022,3,24,criciuma,10,Marquinhos ...,190389,Titular,87.0,0.0,0.0006022748782544353,0.04938654
B,2022,3,24,sport,15,R. Thyere,313474,Titular,90.0,0.0,0.0005992124636192433,0.04913542
B,2022,3,24,criciuma,6,Marcelo He ...,363926,Titular,112.0,0.0,0.0005776721462995973,0.04736912
B,2022,3,25,vila_nova,7,Matheus Bossa,344517,Titular,143.0,1.0,0.0021050316540207675,0.1726126
B,2022,3,25,vila_nova,2,Alex Silva,345933,Titular,180.0,1.0,0.001990493166963755,0.16322044
B,2022,3,25,vila_nova,10,Wagner,154127,Titular,28.0,0.0,0.0006695745332108968,0.05490511
B,2022,3,25,vila_nova,9,Daniel Amorim,325581,Titular,32.0,0.0,0.0006645401382243488,0.05449229
B,2022,3,25,ituano,11,Joao Victor,436143,Titular,129.0,0.0,0.0005620593855887974,0.04608887
B,2022,3,26,londrina,7,Thiago Rib ...,164974,Titular,0.0,0.0,0.0007070707070707071,0.0579798
B,2022,3,26,novorizontino,3,Joilson,326727,Titular,90.0,0.0,0.0005992124636192433,0.04913542
B,2022,3,26,novorizontino,5,Jhony Douglas,374851,Titular,90.0,0.0,0.0005992124636192433,0.04913542
B,2022,3,26,novorizontino,4,Walber,386746,Titular,90.0,0.0,0.0005992124636192433,0.04913542
B,2022,3,26,novorizontino,7,Douglas Ba ...,363149,Titular,118.0,0.0,0.0005720636788597954,0.04690922
B,2022,3,27,guarani,10,Giovanni A ...,292205,Titular,180.0,2.0,0.003461081402257873,0.28380867
B,2022,3,27,gremio,29,Diego Souza,161625,Titular,0.0,0.0,0.0007070707070707071,0.0579798
B,2022,3,27,guarani,34,Derlan,310802,Titular,0.0,0.0,0.0007070707070707071,0.0579798
B,2022,3,27,gremio,30,Nicolas,406246,Titular,0.0,0.0,0.0007070707070707071,0.0579798
B,2022,3,27,gremio,33,Edilson,161745,Titular,32.0,0.0,0.0006645401382243488,0.05449229
B,2022,3,28,sampaio_correa,2,Matheusinho,433799,Titular,135.0,1.0,0.0021315517378509507,0.17478724
B,2022,3,28,brusque,28,Jeferson,342430,Titular,0.0,0.0,0.0007070707070707071,0.0579798
B,2022,3,28,brusque,30,Todinho,401315,Titular,0.0,0.0,0.0007070707070707071,0.0579798
B,2022,3,28,sampaio_correa,7,Ygor,537477,Titular,0.0,0.0,0.0007070707070707071,0.0579798
B,2022,3,28,sampaio_correa,3,PEDRO,609605,Titular,0.0,0.0,0.0007070707070707071,0.0579798
B,2022,3,29,tombense,8,Zé Ricardo,448024,Titular,119.0,1.0,0.00218664839020251,0.17930517
B,2022,3,29,cruzeiro_saf,26,Lucas Oliv ...,349619,Titular,159.0,1.0,0.002053923146487638,0.1684217
B,2022,3,29,cruzeiro_saf,36,Rafael Santos,444618,Titular,180.0,1.0,0.001990493166963755,0.16322044
B,2022,3,29,tombense,1,Felipe,172028,Titular,0.0,0.0,0.0007070707070707071,0.0579798
B,2022,3,29,cruzeiro_saf,90,Luvanor,336850,Titular,0.0,0.0,0.0007070707070707071,0.0579798
B,2022,3,30,vasco_da_gama,23,Zé Gabriel,372403,Titular,180.0,1.0,0.001990493166963755,0.16322044
B,2022,3,30,vasco_da_gama,77,Erick,349759,Titular,0.0,0.0,0.0007070707070707071,0.0579798
B,2022,3,30,chapecoense,7,Orejuela,749433,Titular,45.0,0.0,0.0006486887220832175,0.05319248
B,2022,3,30,chapecoense,8,Betinho,321453,Titular,82.0,0.0,0.0006074490610573084,0.04981082
B,2022,3,30,vasco_da_gama,13,Gabriel Dias,317697,Titular,90.0,0.0,0.0005992124636192433,0.04913542
B,2022,4,31,guarani,32,Rodrigo An ...,429655,Titular,266.0,1.0,0.0017780063471969478,0.14579652
B,2022,4,31,guarani,36,Eliel,465098,Titular,0.0,0.0,0.0007239057239057239,0.05936027
B,2022,4,31,guarani,20,Marcinho,441035,Titular,18.0,0.0,0.0006987506987506988,0.05729756
B,2022,4,31,criciuma,2,Cristovam,188472,Titular,27.0,0.0,0.0006868175748631157,0.05631904
B,2022,4,31,criciuma,11,Cerato,355387,Titular,48.0,0.0,0.0006604979232716459,0.05416083
B,2022,4,32,nautico,3,Carlão,604967,Titular,90.0,1.0,0.0023083946812760374,0.18928836
B,2022,4,32,crb,3,Gum,167958,Titular,180.0,1.0,0.0020028718558130322,0.16423549
B,2022,4,32,crb,5,Marthã,339273,Titular,251.0,1.0,0.00181351912377212,0.14870857
B,2022,4,32,crb,10,Rafael Lon ...,183844,Titular,0.0,0.0,0.0007239057239057239,0.05936027
B,2022,4,32,nautico,1,Bruno,325261,Titular,0.0,0.0,0.0007239057239057239,0.05936027
B,2022,4,33,sport,17,Kayke,177071,Titular,0.0,0.0,0.0007239057239057239,0.05936027
B,2022,4,33,sport,77,Giovanni,318493,Titular,35.0,0.0,0.0006765474055193682,0.05547689
B,2022,4,33,sport,2,Ewerthon,500506,Titular,45.0,0.0,0.0006641336916566275,0.05445896
B,2022,4,33,sport,20,Jaderson,513348,Titular,45.0,0.0,0.0006641336916566275,0.05445896
B,2022,4,33,sport,15,R. Thyere,313474,Titular,180.0,0.0,0.0005322836205189146,0.04364726
B,2022,4,34,csa,25,Bruno Mezenga,169000,Titular,182.0,1.0,0.0019969983313091817,0.16375386
B,2022,4,34,brusque,2,Para,165065,Titular,0.0,0.0,0.0007239057239057239,0.05936027
B,2022,4,34,brusque,88,Luiz Antonio,291540,Titular,0.0,0.0,0.0007239057239057239,0.05936027
B,2022,4,34,brusque,6,Airton,186040,Titular,75.0,0.0,0.0006294832381788904,0.05161763
B,2022,4,34,brusque,9,Alex Sandro,401299,Titular,84.0,0.0,0.0006197822978644897,0.05082215
B,2022,4,35,novorizontino,10,Diego Torres,633725,Titular,41.0,0.0,0.0006690441071217412,0.05486162
B,2022,4,35,novorizontino,2,Felipe Neg ...,352632,Titular,42.0,0.0,0.0006678097084001143,0.0547604
B,2022,4,35,chapecoense,7,Orejuela,749433,Titular,102.0,0.0,0.0006012506012506013,0.04930255
B,2022,4,35,chapecoense,8,Betinho,321453,Titular,155.0,0.0,0.0005525997892410106,0.04531318
B,2022,4,35,novorizontino,3,Joilson,326727,Titular,180.0,0.0,0.0005322836205189146,0.04364726
B,2022,4,36,gremio,29,Diego Souza,161625,Titular,75.0,1.0,0.0023686136729614993,0.19422632
B,2022,4,36,operario,8,Fernando Neto,321820,Titular,240.0,1.0,0.0018404768404768406,0.1509191
B,2022,4,36,operario,6,Fabiano,304325,Titular,247.0,1.0,0.0018232300695486775,0.14950487
B,2022,4,36,gremio,27,Villasanti,727270,Titular,270.0,1.0,0.0017687699505881324,0.14503914
B,2022,4,36,operario,7,Ricardo,179100,Titular,67.0,0.0,0.0006383648358957001,0.05234592
B,2022,4,37,ponte_preta,40,Ramon Carv ...,355149,Titular,111.0,1.0,0.0022290554205447823,0.18278254
B,2022,4,37,ponte_preta,10,Lucca,292592,Titular,180.0,1.0,0.0020028718558130322,0.16423549
B,2022,4,37,vasco_da_gama,11,Gabriel Pec,523349,Titular,197.0,1.0,0.0019540213227444217,0.16022975
B,2022,4,37,ponte_preta,9,Danilo Mag ...,432201,Titular,246.0,1.0,0.0018256740776848017,0.14970527
B,2022,4,37,vasco_da_gama,22,Alexander  ...,444827,Titular,0.0,0.0,0.0007239057239057239,0.05936027
B,2022,4,38,bahia,2,Douglas Borel,565047,Titular,156.0,1.0,0.002076147655415948,0.17024411
B,2022,4,38,bahia,10,Daniel,308495,Titular,172.0,1.0,0.002026715568382235,0.16619068
B,2022,4,38,sampaio_correa,13,Joecio,174017,Titular,180.0,1.0,0.0020028718558130322,0.16423549
B,2022,4,38,sampaio_correa,7,Matheusinho,433799,Titular,225.0,1.0,0.00187855567165912,0.15404157
B,2022,4,38,sampaio_correa,2,Thiago Ennes,320016,Titular,8.0,0.0,0.0007125056337654763,0.05842546
B,2022,4,39,cruzeiro_saf,25,Neto,383527,Titular,132.0,1.0,0.002154988705621617,0.17670907
B,2022,4,39,cruzeiro_saf,26,Lucas Oliv ...,349619,Titular,249.0,1.0,0.0018183616314457437,0.14910565
B,2022,4,39,cruzeiro_saf,36,Rafael Santos,444618,Titular,270.0,1.0,0.0017687699505881324,0.14503914
B,2022,4,39,londrina,1,Matheus,177903,Titular,0.0,0.0,0.0007239057239057239,0.05936027
B,2022,4,39,londrina,3,Jean Henrique,351605,Titular,0.0,0.0,0.0007239057239057239,0.05936027
B,2022,4,40,vila_nova,7,Matheus Bossa,344517,Titular,188.0,1.0,0.0019795826481872995,0.16232578
B,2022,4,40,tombense,10,Igor,305811,Titular,218.0,1.0,0.0018968702812713957,0.15554336
B,2022,4,40,vila_nova,2,Alex Silva,345933,Titular,270.0,1.0,0.0017687699505881324,0.14503914
B,2022,4,40,tombense,3,Ednei,293385,Titular,0.0,0.0,0.0007239057239057239,0.05936027
B,2022,4,40,tombense,11,Marcelo,456887,Titular,16.0,0.0,0.0007014590347923682,0.05751964
B,2022,5,41,brusque,88,Luiz Antonio,291540,Titular,60.0,1.0,0.0024508477633477634,0.20096952
B,2022,5,41,ponte_preta,40,Ramon Carv ...,355149,Titular,200.0,1.0,0.0019606782106782105,0.16077561
B,2022,5,41,ponte_preta,19,Felipe Amaral,600810,Titular,254.0,1.0,0.001820258285775527,0.14926118
B,2022,5,41,ponte_preta,10,Lucca,292592,Titular,270.0,1.0,0.0017824347369801913,0.14615965
B,2022,5,41,ponte_preta,9,Danilo Mag ...,432201,Titular,336.0,1.0,0.0016417162051133342,0.13462073
B,2022,5,42,sport,98,Fabricio,439695,Titular,214.0,1.0,0.0019222335398805985,0.15762315
B,2022,5,42,csa,29,Igor Inoce ...,382612,Titular,229.0,1.0,0.0018826814094303804,0.15437988
B,2022,5,42,csa,25,Bruno Mezenga,169000,Titular,252.0,1.0,0.001825099398237696,0.14965815
B,2022,5,42,csa,5,Geovane,175223,Titular,274.0,1.0,0.00177322318795187,0.1454043
B,2022,5,42,sport,7,Fabinho,175065,Titular,0.0,0.0,0.000744949494949495,0.06108586
B,2022,5,44,novorizontino,5,Jhony Douglas,374851,Titular,254.0,1.0,0.001820258285775527,0.14926118
B,2022,5,44,novorizontino,10,Diego Torres,633725,Titular,104.0,0.0,0.0006166800454879926,0.05056776
B,2022,5,44,novorizontino,2,Felipe Neg ...,352632,Titular,105.0,0.0,0.0006156607396276819,0.05048418
B,2022,5,44,criciuma,9,Negueba,307277,Titular,113.0,0.0,0.0006076260154563581,0.04982533
B,2022,5,44,novorizontino,4,Ligger,291797,Titular,135.0,0.0,0.0005865744054720433,0.0480991
B,2022,5,45,bahia,2,Douglas Borel,565047,Titular,218.0,2.0,0.003304282378098534,0.27095116
B,2022,5,45,bahia,10,Daniel,308495,Titular,248.0,1.0,0.0018348592880678442,0.15045846
B,2022,5,45,ituano,6,Roberto,188110,Titular,12.0,0.0,0.0007274897411616162,0.05965416
B,2022,5,45,ituano,10,Gerson,147495,Titular,66.0,0.0,0.000658082592711568,0.05396277
B,2022,5,45,ituano,5,Jorge Joa,622068,Titular,72.0,0.0,0.0006511796284523558,0.05339673
B,2022,5,46,vila_nova,1,Georgemy,351526,Titular,270.0,1.0,0.0017824347369801913,0.14615965
B,2022,5,46,vila_nova,7,Matheus Bossa,344517,Titular,271.0,1.0,0.0017801228890723052,0.14597008
B,2022,5,46,londrina,5,João Paulo,174223,Titular,360.0,1.0,0.001595900869156683,0.13086387
B,2022,5,46,vila_nova,2,Alex Silva,345933,Titular,360.0,1.0,0.001595900869156683,0.13086387
B,2022,5,46,londrina,10,Alan Ruschel,187597,Titular,0.0,0.0,0.000744949494949495,0.06108586
B,2022,5,47,gremio,29,Diego Souza,161625,Titular,157.0,1.0,0.0020890026597789155,0.17129822
B,2022,5,47,crb,20,Raul,181172,Titular,250.0,1.0,0.0018299663299663298,0.15005724
B,2022,5,47,crb,3,Gum,167958,Titular,270.0,1.0,0.0017824347369801913,0.14615965
B,2022,5,47,crb,5,Marthã,339273,Titular,341.0,1.0,0.0016319557044884036,0.13382037
B,2022,5,47,crb,9,Anselmo Ramon,182466,Titular,360.0,1.0,0.001595900869156683,0.13086387
B,2022,5,48,sampaio_correa,11,Pimentinha,183546,Titular,252.0,1.0,0.001825099398237696,0.14965815
B,2022,5,48,sampaio_correa,13,Joecio,174017,Titular,270.0,1.0,0.0017824347369801913,0.14615965
B,2022,5,48,sampaio_correa,2,Matheusinho,433799,Titular,315.0,1.0,0.0016840180950610398,0.13808948
B,2022,5,48,operario,6,Fabiano,304325,Titular,337.0,1.0,0.0016397547759554928,0.13445989
B,2022,5,48,operario,3,Alemao,298995,Titular,0.0,0.0,0.000744949494949495,0.06108586
B,2022,5,49,tombense,8,Zé Ricardo,448024,Titular,164.0,1.0,0.0020669800413776317,0.16949236
B,2022,5,49,tombense,11,Igor,305811,Titular,281.0,1.0,0.0017573300223748367,0.14410106
B,2022,5,49,vasco_da_gama,11,Gabriel Pec,523349,Titular,287.0,1.0,0.0017439323347836688,0.14300245
B,2022,5,49,tombense,7,Keké,412193,Titular,311.0,1.0,0.0016923239796236096,0.13877057
B,2022,5,49,vasco_da_gama,10,Nene,150986,Titular,325.0,1.0,0.0016636057545148454,0.13641567
B,2022,5,50,cruzeiro_saf,25,Neto,383527,Titular,210.0,1.0,0.0019330630246123203,0.15851117
B,2022,5,50,cruzeiro_saf,14,E. Brock,291997,Titular,253.0,1.0,0.0018226756274565038,0.1494594
B,2022,5,50,cruzeiro_saf,26,Lucas Oliv ...,349619,Titular,339.0,1.0,0.0016358459445467788,0.13413937
B,2022,5,50,cruzeiro_saf,6,Matheus Bidu,502230,Titular,45.0,0.0,0.00068343990362339,0.05604207
B,2022,5,50,chapecoense,5,Matheus,581520,Titular,109.0,0.0,0.0006116169909273358,0.05015259
B,2022,6,51,guarani,10,Giovanni A ...,292205,Titular,262.0,3.0,0.004444249663597245,0.36442847
B,2022,6,51,ponte_preta,40,Ramon Carv ...,355149,Titular,253.0,1.0,0.0018413256887929625,0.15098871
B,2022,6,51,guarani,7,Julio,360465,Titular,293.0,1.0,0.0017484467133179076,0.14337263
B,2022,6,51,ponte_preta,19,Felipe Amaral,600810,Titular,316.0,1.0,0.0016991645142905647,0.13933149
B,2022,6,51,ponte_preta,10,Lucca,292592,Titular,360.0,1.0,0.0016122305158850008,0.1322029
B,2022,6,52,sampaio_correa,8,Lucas Araujo,434877,Titular,170.0,1.0,0.0020694302144195534,0.16969328
B,2022,6,52,sampaio_correa,10,Rafael,368089,Titular,253.0,1.0,0.0018413256887929625,0.15098871
B,2022,6,52,crb,2,Raul,181172,Titular,295.0,1.0,0.001744048105234089,0.14301194
B,2022,6,52,sampaio_correa,11,Pimentinha,183546,Titular,342.0,1.0,0.0016466962513789795,0.13502909
B,2022,6,52,crb,7,Yago Henri ...,315979,Titular,351.0,1.0,0.0016292811323867225,0.13360105
B,2022,6,53,tombense,11,Igor,305811,Titular,371.0,1.0,0.0015918693957073487,0.13053329
B,2022,6,53,sport,10,Everton Fe ...,381047,Titular,0.0,0.0,0.0007730364873222016,0.06338899
B,2022,6,53,sport,29,Lucas Hern ...,670174,Titular,81.0,0.0,0.0006652637584528414,0.05455163
B,2022,6,53,sport,17,Kayke,177071,Titular,90.0,0.0,0.0006551156672222047,0.05371948
B,2022,6,53,tombense,3,Ednei,293385,Titular,90.0,0.0,0.0006551156672222047,0.05371948
B,2022,6,54,brusque,88,Luiz Antonio,291540,Titular,116.0,1.0,0.002250841304644644,0.18456899
B,2022,6,54,chapecoense,8,Betinho,321453,Titular,263.0,1.0,0.0018171929798965934,0.14900982
B,2022,6,54,brusque,40,Wallace Reis,166649,Titular,0.0,0.0,0.0007730364873222016,0.06338899
B,2022,6,54,brusque,2,Para,165065,Titular,144.0,0.0,0.0006001836081694112,0.04921506
B,2022,6,54,brusque,19,Jailson,340936,Titular,162.0,0.0,0.0005838644164064968,0.04787688
B,2022,6,55,novorizontino,5,Jhony Douglas,374851,Titular,317.0,2.0,0.0029210749616414944,0.23952815
B,2022,6,55,novorizontino,3,Rodolfo Fi ...,356106,Titular,90.0,1.0,0.002350030921459493,0.19270254
B,2022,6,55,novorizontino,2,Felipe,455446,Titular,126.0,1.0,0.002214885373260544,0.1816206
B,2022,6,55,ituano,9,Rafael Pap ...,413041,Titular,404.0,1.0,0.001533759119094138,0.12576825
B,2022,6,55,ituano,6,Roberto,188110,Titular,102.0,0.0,0.0006420568831579748,0.05264866
B,2022,6,56,operario,6,Fabiano,304325,Titular,427.0,1.0,0.0014957046857185553,0.12264778
B,2022,6,56,criciuma,5,Renan,337272,Titular,0.0,0.0,0.0007730364873222016,0.06338899
B,2022,6,56,criciuma,9,Tiago Marques,184899,Titular,45.0,0.0,0.0007092077865341299,0.05815504
B,2022,6,56,criciuma,4,Rayan,184819,Titular,63.0,0.0,0.0006865332924708718,0.05629573
B,2022,6,56,operario,8,Marcelo,341345,Titular,95.0,0.0,0.0006496104935480686,0.05326806
B,2022,6,57,csa,29,Igor Inoce ...,382612,Titular,319.0,2.0,0.0029139416894518933,0.23894322
B,2022,6,57,csa,15,Giva Santos,422561,Titular,104.0,1.0,0.002295560006061425,0.18823592
B,2022,6,57,csa,5,Geovane,175223,Titular,333.0,1.0,0.0016644876874683083,0.13648799
B,2022,6,57,vasco_da_gama,11,Gabriel Pec,523349,Titular,355.0,1.0,0.0016216587645159074,0.13297602
B,2022,6,57,vasco_da_gama,10,Nene,150986,Titular,408.0,1.0,0.0015270024709924017,0.1252142
B,2022,6,58,bahia,2,Douglas Borel,565047,Titular,300.0,2.0,0.002983147804576376,0.24461812
B,2022,6,58,bahia,5,Rezende,315696,Titular,216.0,1.0,0.0019364779939400848,0.1587912
B,2022,6,58,bahia,10,Daniel,308495,Titular,338.0,1.0,0.001654556376683891,0.13567362
B,2022,6,58,bahia,6,Luiz Henrique,422344,Titular,360.0,1.0,0.0016122305158850008,0.1322029
B,2022,6,58,londrina,5,João Paulo,174223,Titular,450.0,1.0,0.0014594928880643167,0.11967842
B,2022,6,59,gremio,29,Diego Souza,161625,Titular,223.0,1.0,0.0019177292443445376,0.1572538
B,2022,6,59,cruzeiro_saf,25,Neto,383527,Titular,287.0,1.0,0.0017617766755541305,0.14446569
B,2022,6,59,cruzeiro_saf,14,E. Brock,291997,Titular,343.0,1.0,0.0016447428750428243,0.13486892
B,2022,6,59,cruzeiro_saf,26,Lucas Oliv ...,349619,Titular,429.0,1.0,0.001492484654102369,0.12238374
B,2022,6,59,gremio,27,Villasanti,727270,Titular,450.0,1.0,0.0014594928880643167,0.11967842
B,2022,6,60,vila_nova,10,Victor And ...,316763,Titular,295.0,1.0,0.001744048105234089,0.14301194
B,2022,6,60,vila_nova,7,Matheus Bossa,344517,Titular,355.0,1.0,0.0016216587645159074,0.13297602
B,2022,6,60,vila_nova,1,Georgemy,351526,Titular,360.0,1.0,0.0016122305158850008,0.1322029
B,2022,6,60,vila_nova,2,Alex Silva,345933,Titular,450.0,1.0,0.0014594928880643167,0.11967842
B,2022,6,60,vila_nova,6,Bruno Coll ...,177998,Titular,30.0,0.0,0.0007292797050209449,0.05980094
B,2022,7,62,csa,19,Didira,184798,Titular,117.0,1.0,0.002279754388097107,0.18693986
B,2022,7,62,csa,15,Giva Santos,422561,Titular,194.0,1.0,0.0020268133392736527,0.16619869
B,2022,7,62,csa,80,Bruno Mezenga,169000,Titular,342.0,1.0,0.0016705563627742459,0.13698562
B,2022,7,62,operario,6,Fabiano,304325,Titular,517.0,1.0,0.0013830958283735644,0.11341386
B,2022,7,62,csa,2,Lucas Alex ...,529861,Titular,43.0,0.0,0.0007488185220182598,0.06140312
B,2022,7,63,nautico,11,Luis Phelipe,462610,Titular,145.0,1.0,0.0021807883061332016,0.17882464
